done,Bug Report ID,Coder,Reviewer,URL,TraceReplayer Sequence Step,OB ID,OB XML ID,OB,Sequence Step,Screenshot Path,(No Aug) Screenshot Path,Command SS,Command SS (NA),Bug type (from taxonomy),Bug type checking (ok/not),Bug type (final),OB category (Easy/Hard),OB category checking (ok/not),OB category (final),OB rating (1-5),OB Rating check,OB Rating (Final),Screen (Old),Screens (Causing),Components (causing) (old),Components (Causing),Screens (Manifesting),Components (Manisfesting),Ground-truth check,Comments,Comment (Antu),Screens (Causing) Final,Components (Causing) Final,Screens (Manifesting) Final,Components (Manifesting) Final,Discourse patterns,Comment (discourse pattern),Discussion
,,,,,,,,,,,,,,,,,,,,,,,f4e7076bf78336258deda53d8870e7219dbd83b7030c4388cd4e4b33e16c32cf,,"3,4,5","3,4,5",,,"those components cannot provide useful information, because that task contains all of them",,,,,,,,,
x,21,,Yang,https://github.com/netmackan/ATimeTracker/issues/121,11,2,4.2,"Empty meny shown called ""activities menu"".",11,../burt/data/TraceReplayer-Data/TR21/com.markuspage.android.atimetracker-0.51.1/screenshots/com.markuspage.android.atimetracker.User-Trace.1.com.markuspage.android.atimetracker_0.51.1_atimetracker11_augmented.png,../burt/data/TraceReplayer-Data/TR21/com.markuspage.android.atimetracker-0.51.1/screenshots/com.markuspage.android.atimetracker.User-Trace.1.com.markuspage.android.atimetracker_0.51.1_atimetracker11.png,open ../burt/data/TraceReplayer-Data/TR21/com.markuspage.android.atimetracker-0.51.1/screenshots/com.markuspage.android.atimetracker.User-Trace.1.com.markuspage.android.atimetracker_0.51.1_atimetracker11_augmented.png,open ../burt/data/TraceReplayer-Data/TR21/com.markuspage.android.atimetracker-0.51.1/screenshots/com.markuspage.android.atimetracker.User-Trace.1.com.markuspage.android.atimetracker_0.51.1_atimetracker11.png,Component is not displayed (correctly),,Component is not displayed (correctly),Hard,,Hard,3,,3,19cb4db7aa36b45e8621d64b696ed9a5a92a3ebb486e89bb1d06a9b8c5aa45a8,,,,,,this screen is EB,non-reproducible,,0cc11212f12090f8e0923817898aad5530683601ada4f3181f689591f0f54a9c,"3,4",19cb4db7aa36b45e8621d64b696ed9a5a92a3ebb486e89bb1d06a9b8c5aa45a8,,S_OB_OBS_BEHAVIOR,,
,,,,,,,,,,,,,,,,,,,,,,,0cc11212f12090f8e0923817898aad5530683601ada4f3181f689591f0f54a9c,,"3,4","3,4",,,"not right, should be removed",,,f4e7076bf78336258deda53d8870e7219dbd83b7030c4388cd4e4b33e16c32cf,"3,4,5",,,,,
,,,,,,,,,,,,,,,,,,,,,,,f4e7076bf78336258deda53d8870e7219dbd83b7030c4388cd4e4b33e16c32cf,,"3,4,5","3,4,5",,,"not right, should be removed",,,,,,,,,
x,44,,Yang,https://github.com/federicoiosue/Omni-Notes/issues/634,21,0,0,Tag text removal bug by using checkbox,21,../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21_augmented.png,../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21.png,open ../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21_augmented.png,open ../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21.png,Undesirable component,,Undesirable component,Hard,,Hard,2,,2,954f0c046aa33d91745fc4a7ab5612edcb1d8636b1879359ace038de70d285be,,,,,9,,,The previous coding is correct.,aec859f58ddc136a9ad63c90013704eea60d9dcac911aa24bb1ead06f5e5b90c,"1,2,3,4,5,6,7",954f0c046aa33d91745fc4a7ab5612edcb1d8636b1879359ace038de70d285be,9,S_OB_OBS_BEHAVIOR,,
,,,,,,,,,,,,,,,,,,,,,,,aec859f58ddc136a9ad63c90013704eea60d9dcac911aa24bb1ead06f5e5b90c,,"1,2,3,4,5,6,7","1,2,3,4,5,6,7",,,,,,,,a0ee1430817381ead0b5a3e521583bf6a5128b49be69aa023372d4c114493525,9,,,
,,,,,,,,,,,,,,,,,,,,,,,a0ee1430817381ead0b5a3e521583bf6a5128b49be69aa023372d4c114493525,,,,,9,,,,,,,,,,
x,44,,Yang,https://github.com/federicoiosue/Omni-Notes/issues/634,21,1,1.2,Tag text removal bug,21,../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21_augmented.png,../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21.png,open ../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21_augmented.png,open ../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21.png,Undesirable component,,Undesirable component,Hard,,Hard,2,,2,954f0c046aa33d91745fc4a7ab5612edcb1d8636b1879359ace038de70d285be,,,,,9,,,,aec859f58ddc136a9ad63c90013704eea60d9dcac911aa24bb1ead06f5e5b90c,"1,2,3,4,5,6,7",954f0c046aa33d91745fc4a7ab5612edcb1d8636b1879359ace038de70d285be,9,S_OB_OBS_BEHAVIOR,,
,,,,,,,,,,,,,,,,,,,,,,,aec859f58ddc136a9ad63c90013704eea60d9dcac911aa24bb1ead06f5e5b90c,,"1,2,3,4,5,6,7","1,2,3,4,5,6,7",,,,,,,,a0ee1430817381ead0b5a3e521583bf6a5128b49be69aa023372d4c114493525,9,,,
,,,,,,,,,,,,,,,,,,,,,,,a0ee1430817381ead0b5a3e521583bf6a5128b49be69aa023372d4c114493525,,,,,9,,,,,,,,,,
x,44,,Yang,https://github.com/federicoiosue/Omni-Notes/issues/634,21,2,1.3,It seems like it will remove all tags with the same header as the deleted tag.,21,../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21_augmented.png,../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21.png,open ../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21_augmented.png,open ../burt/data/TraceReplayer-Data/TR44/it.feio.android.omninotes-5.5.2/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_5.5.2_omninotes21.png,Undesirable component,,Undesirable component,Hard,,Hard,3,,3,954f0c046aa33d91745fc4a7ab5612edcb1d8636b1879359ace038de70d285be,,,,,9,,,,aec859f58ddc136a9ad63c90013704eea60d9dcac911aa24bb1ead06f5e5b90c,"1,2,3,4,5,6,7",954f0c046aa33d91745fc4a7ab5612edcb1d8636b1879359ace038de70d285be,9,S_OB_SEEMS,,
,,,,,,,,,,,,,,,,,,,,,,,aec859f58ddc136a9ad63c90013704eea60d9dcac911aa24bb1ead06f5e5b90c,,"1,2,3,4,5,6,7","1,2,3,4,5,6,7",,,,,,,,a0ee1430817381ead0b5a3e521583bf6a5128b49be69aa023372d4c114493525,9,,,
,,,,,,,,,,,,,,,,,,,,,,,a0ee1430817381ead0b5a3e521583bf6a5128b49be69aa023372d4c114493525,,,,,9,,,,,,,,,,
x,53,,Yang,https://github.com/gsantner/markor/issues/1020,18,0,0,New file dialogue always says Type: Markdown rather than previous type used,18,../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18_augmented.png,../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18.png,open ../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18_augmented.png,open ../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18.png,Wrong information is displayed,,Wrong information is displayed,Easy,,Easy,4,ok,4,f96bea99a9d9d2407a2ee17301c93ab4334275cf97231c28c55bd2f47e5d2a08,,,,,4,ok,,The previous coding is correct.,7f233587116ee56353faa1389c620634d92a340b792a032da86b6ca347b659e8,0,f96bea99a9d9d2407a2ee17301c93ab4334275cf97231c28c55bd2f47e5d2a08,4,S_OB_ADV_FREQ,,
,,,,,,,,,,,,,,,,,,,,,,,7f233587116ee56353faa1389c620634d92a340b792a032da86b6ca347b659e8,,0,0,,,"not right, should remove",,,2a2b2fe25ee74a4be63b08b87e9a414fdb13bb8e33979a0709cbcec59d44240f,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2a2b2fe25ee74a4be63b08b87e9a414fdb13bb8e33979a0709cbcec59d44240f,,0,0,,,"not right, should remove",,,4d5c4bc3e024fd5709f2ce85d59d33684c837ec3f8f9c9f9f47ca82a929ed80f,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4d5c4bc3e024fd5709f2ce85d59d33684c837ec3f8f9c9f9f47ca82a929ed80f,,0,0,,,"not right, should remove",,,63f60933ee4cb6251409fbf8a87d489ba83a4129dc7463aed20982c075801baf,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,63f60933ee4cb6251409fbf8a87d489ba83a4129dc7463aed20982c075801baf,,0,0,,,"not right, should remove",,,152b4711f5fbd52afee52c62bcfd93e6e6895adb08a222faf8ecc31def006f4d,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,152b4711f5fbd52afee52c62bcfd93e6e6895adb08a222faf8ecc31def006f4d,,0,0,,,"not right, should remove",,,982a0299c7a69a983e4ec36a44c49e0e31aa1d3a7aea8a89d052c7ff575cdefa,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,982a0299c7a69a983e4ec36a44c49e0e31aa1d3a7aea8a89d052c7ff575cdefa,,0,0,,,"not right, should remove",,,40632dfced0e880b2b6fdaa04ed6a1b08e78ecbfa5e76bfe2a93c4a4727eea2e,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,40632dfced0e880b2b6fdaa04ed6a1b08e78ecbfa5e76bfe2a93c4a4727eea2e,,0,0,,,"not right, should remove",,,c38fc0571ee406f27d4986dc2111f06c14d5a93fdca606ea9b8bdcb29171892a,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c38fc0571ee406f27d4986dc2111f06c14d5a93fdca606ea9b8bdcb29171892a,,0,0,,,"not right, should remove",,,fc49233539647468e8b7860bd40cd4a022b54c272a926843e349b2a7b773ea7c,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,fc49233539647468e8b7860bd40cd4a022b54c272a926843e349b2a7b773ea7c,,0,0,,,"not right, should remove",,,cc890c580b31021c618066f562ee26ae36003e05b0bf9fc5681fa4faec9b6f7e,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,cc890c580b31021c618066f562ee26ae36003e05b0bf9fc5681fa4faec9b6f7e,,0,0,,,"not right, should remove",,,,,,,,,
x,53,,Yang,https://github.com/gsantner/markor/issues/1020,18,1,2.1,"This appears to be a cosmetic issue only - the second new file is named something.todo.txt, so the app is correctly remembering the user's last settings, but nonetheless it looks odd and confusing to the user.",18,../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18_augmented.png,../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18.png,open ../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18_augmented.png,open ../burt/data/TraceReplayer-Data/TR53/net.gsantner.markor-2.3.1/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_2.3.1_markor18.png,Wrong information is displayed,,Wrong information is displayed,Hard,,Hard,5,2,5,f96bea99a9d9d2407a2ee17301c93ab4334275cf97231c28c55bd2f47e5d2a08,,,,,4,ok,,,7f233587116ee56353faa1389c620634d92a340b792a032da86b6ca347b659e8,0,f96bea99a9d9d2407a2ee17301c93ab4334275cf97231c28c55bd2f47e5d2a08,4,S_OB_SEEMS_TO_BE,,
,,,,,,,,,,,,,,,,,,,,,,,7f233587116ee56353faa1389c620634d92a340b792a032da86b6ca347b659e8,,0,0,,,"not right, should remove",,,2a2b2fe25ee74a4be63b08b87e9a414fdb13bb8e33979a0709cbcec59d44240f,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2a2b2fe25ee74a4be63b08b87e9a414fdb13bb8e33979a0709cbcec59d44240f,,0,0,,,"not right, should remove",,,4d5c4bc3e024fd5709f2ce85d59d33684c837ec3f8f9c9f9f47ca82a929ed80f,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4d5c4bc3e024fd5709f2ce85d59d33684c837ec3f8f9c9f9f47ca82a929ed80f,,0,0,,,"not right, should remove",,,63f60933ee4cb6251409fbf8a87d489ba83a4129dc7463aed20982c075801baf,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,63f60933ee4cb6251409fbf8a87d489ba83a4129dc7463aed20982c075801baf,,0,0,,,"not right, should remove",,,152b4711f5fbd52afee52c62bcfd93e6e6895adb08a222faf8ecc31def006f4d,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,152b4711f5fbd52afee52c62bcfd93e6e6895adb08a222faf8ecc31def006f4d,,0,0,,,"not right, should remove",,,982a0299c7a69a983e4ec36a44c49e0e31aa1d3a7aea8a89d052c7ff575cdefa,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,982a0299c7a69a983e4ec36a44c49e0e31aa1d3a7aea8a89d052c7ff575cdefa,,0,0,,,"not right, should remove",,,40632dfced0e880b2b6fdaa04ed6a1b08e78ecbfa5e76bfe2a93c4a4727eea2e,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,40632dfced0e880b2b6fdaa04ed6a1b08e78ecbfa5e76bfe2a93c4a4727eea2e,,0,0,,,"not right, should remove",,,c38fc0571ee406f27d4986dc2111f06c14d5a93fdca606ea9b8bdcb29171892a,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c38fc0571ee406f27d4986dc2111f06c14d5a93fdca606ea9b8bdcb29171892a,,0,0,,,"not right, should remove",,,fc49233539647468e8b7860bd40cd4a022b54c272a926843e349b2a7b773ea7c,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,fc49233539647468e8b7860bd40cd4a022b54c272a926843e349b2a7b773ea7c,,0,0,,,"not right, should remove",,,cc890c580b31021c618066f562ee26ae36003e05b0bf9fc5681fa4faec9b6f7e,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,cc890c580b31021c618066f562ee26ae36003e05b0bf9fc5681fa4faec9b6f7e,,0,0,,,"not right, should remove",,,,,,,,,
x,117,,Yang,https://github.com/openfoodfacts/openfoodfacts-androidapp/issues/2087,11,0,0,Space increase on refresh in Nutrition Facts tab,11,../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11_augmented.png,../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11.png,open ../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11_augmented.png,open ../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11.png,GUI refresh issue,,GUI refresh issue,Easy,,Easy,4,ok,4,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,,,,,ok,,Both screens can be considered as causing and manifesting screens.,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,S_OB_NEG_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,,,,,ok,,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,,,
x,117,,Yang,https://github.com/openfoodfacts/openfoodfacts-androidapp/issues/2087,11,1,1.2,The space between each row of nutritional value in Nutrition Facts tab increases on refreshing the data.,11,../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11_augmented.png,../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11.png,open ../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11_augmented.png,open ../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11.png,GUI refresh issue,,GUI refresh issue,Easy,,Easy,5,ok,5,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,,,,,ok,,,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,S_OB_NEG_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,,,,,ok,,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,,,
x,117,,Yang,https://github.com/openfoodfacts/openfoodfacts-androidapp/issues/2087,11,2,4.2,Refreshing also changes the space between each row of nutritional value.,11,../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11_augmented.png,../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11.png,open ../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11_augmented.png,open ../burt/data/TraceReplayer-Data/TR117/openfoodfacts.github.scrachx.openfood-2.9.8/screenshots/openfoodfacts.github.scrachx.openfood.User-Trace.1.openfoodfacts.github.scrachx.openfood_2.9.8_openfoodfacts11.png,GUI refresh issue,,GUI refresh issue,Easy,,Easy,5,,5,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,,,,,ok,,,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9,,S_OB_SIMPLE_PRESENT,,
,,,,,,,,,,,,,,,,,,,,,,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,,,,,ok,,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e,,,,
x,128,,Yang,https://github.com/andOTP/andOTP/issues/567,28,0,0,Switching language is not working.,28,../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28_augmented.png,../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28.png,open ../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28_augmented.png,open ../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28.png,Wrong theme in screen,,Wrong theme in screen,Hard,,Hard,2,ok,2,843d4ad6023e113ee2c0e4b80cb26c779569a0e2d7f98e6c7c13a8af8f42248e,,"1,2,3,5,6,7,8,9,10,11","1,2,3,5,6,7,8,9,10,11",,,,,"4964b30553b3533b6a038273b0071c04ef4890b2c7ea5f4b5dae9474abbcb275 and 82f804e6a205bbc8056259b1453cb2bc402540c50c25c53af41b81c6e3597ad8 screens are similar screens. 
However, the bug is about going back to English. And in the 2nd screen, the default language is French. Hence, the 1st screen is the causing screen.",843d4ad6023e113ee2c0e4b80cb26c779569a0e2d7f98e6c7c13a8af8f42248e,"1,2,3,5,6,7,8,9,10,11",566c956cf3003e123f19dc6a2a21fb2f99a124b0d9940b3c3c1b30f728422435,,S_OB_NEG_AUX_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,4964b30553b3533b6a038273b0071c04ef4890b2c7ea5f4b5dae9474abbcb275,,,,,,,,,4964b30553b3533b6a038273b0071c04ef4890b2c7ea5f4b5dae9474abbcb275,"17,18",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,128,,Yang,https://github.com/andOTP/andOTP/issues/567,28,1,4.2,The app is falling back to english,28,../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28_augmented.png,../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28.png,open ../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28_augmented.png,open ../burt/data/TraceReplayer-Data/TR128/org.shadowice.flocke.andotp.dev-0.7.1.1-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.1.1-dev_andotp28.png,Wrong theme in screen,,Wrong theme in screen,Hard,,Hard,2,1,2,843d4ad6023e113ee2c0e4b80cb26c779569a0e2d7f98e6c7c13a8af8f42248e,,"1,2,3,5,6,7,8,9,10,11","1,2,3,5,6,7,8,9,10,11",,,,,,843d4ad6023e113ee2c0e4b80cb26c779569a0e2d7f98e6c7c13a8af8f42248e,"1,2,3,5,6,7,8,9,10,11",566c956cf3003e123f19dc6a2a21fb2f99a124b0d9940b3c3c1b30f728422435,,S_OB_SIMPLE_PRESENT,,
,,,,,,,,,,,,,,,,,,,,,,,4964b30553b3533b6a038273b0071c04ef4890b2c7ea5f4b5dae9474abbcb275,,,,,,,,,4964b30553b3533b6a038273b0071c04ef4890b2c7ea5f4b5dae9474abbcb275,"17,18",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,129,,Antu,https://github.com/andOTP/andOTP/issues/500,33,0,0,App crashes if incorrect secret is entered,33,../burt/data/TraceReplayer-Data/TR129/org.shadowice.flocke.andotp.dev-0.7.0-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.0-dev_andotp33_augmented.png,../burt/data/TraceReplayer-Data/TR129/org.shadowice.flocke.andotp.dev-0.7.0-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.0-dev_andotp33.png,open ../burt/data/TraceReplayer-Data/TR129/org.shadowice.flocke.andotp.dev-0.7.0-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.0-dev_andotp33_augmented.png,open ../burt/data/TraceReplayer-Data/TR129/org.shadowice.flocke.andotp.dev-0.7.0-dev/screenshots/org.shadowice.flocke.andotp.dev.User-Trace.1.org.shadowice.flocke.andotp.dev_0.7.0-dev_andotp33.png,App crashes,,App crashes,Easy,,Easy,5,ok,5,8a6b7b5a5c844618e99480602ed9fd5834452497d3adde79235c6e89bbc1558e,8a6b7b5a5c844618e99480602ed9fd5834452497d3adde79235c6e89bbc1558e,8,8,,,@ying lack manifesting screen,,The manifesting screens are the home screens. We decided to keep them.,8a6b7b5a5c844618e99480602ed9fd5834452497d3adde79235c6e89bbc1558e,8,13f900fd6fafd93838196fd1d853c27632a626eabdf837dd0e870ad2c2f5266a,,"S_OB_NEG_VERB
S_OB_NEG_COND",,
