Bug-ID;OB-ID;OB-Text;Top-3-Screens;Sequence-IDs;Screenshot-Paths
Bug71;4;5. Check home screen to see there is no favorites bar, even after tapping the screen.;{'fbe9a70e07071e41642f08ff3d627c0158f523cd6f54bc71a263135bbf456905': 2.5978048, '889b245c8fe8497228dd51a0dbdf16ddfacbe8a5de4ddf33a478af5ce1171681': 1.9841448, '9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049': 1.138775};[10, 5, 18];['../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة11.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة15.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة17.png']
Bug71;5;Now, I can't make the favorites bar appear at all without changing my settings.;{'fbe9a70e07071e41642f08ff3d627c0158f523cd6f54bc71a263135bbf456905': 4.1791005, '889b245c8fe8497228dd51a0dbdf16ddfacbe8a5de4ddf33a478af5ce1171681': 2.7922041, '987563bac03e925fe09460bd086728fb95a2f5fd0960a4399f89a57c56e85745': 2.6529646};[10, 5, 4];['../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة11.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة15.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة16.png']
Bug201;0;Snackbar Disappears During Auto-Upload;{'c5f5f98c4b28c7f561ad88182f8c21671249216f9f568e794f35bf4254d8d08a': -0.56393445, '45a2c69a886737bb7a027d922b0139d6a3a74b3ee81f740c569874c9787246f6': -1.0298038, '0e01f3bc70ed683f08ae4f5ff694169acb94178620fbfa73212b53310ec2d992': -1.244011};[43, 6, 34];['../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist42.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist5.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist34.png']
Bug201;1;"3. Notice the ""Resume"" button and snackbar are present for a few seconds and then disappear.";{'c5f5f98c4b28c7f561ad88182f8c21671249216f9f568e794f35bf4254d8d08a': -1.3813821, '0e01f3bc70ed683f08ae4f5ff694169acb94178620fbfa73212b53310ec2d992': -1.4890776, '542296f0f1bdba99dbb4f4d226e656fbced37e19956cd79632355f15be6c74c1': -1.6592594};[43, 34, 49];['../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist42.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist34.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist48.png']
Bug201;2;"The obs are left in ""Waiting to Upload..."" state without a way to upload them.";{'8616df9a49b487ea16f22dd25fd57313bbd7d7c97ed9b69efdf39f4acc7dc64d': 2.1746445, 'a56d60a2b0d1e844013d38b9260b39b031c35a25cc65fb1b80b746393206807d': 2.05138, 'd88e2a371074a02da83f7014678f10855098e31cbb2a8ec4517da47b4f15693e': 0.96309227};[53, 38, 37];['../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist52.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist37.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist36.png']
Bug201;3;Even going to other sections of the app and coming back to not initiate uploads.;{'8616df9a49b487ea16f22dd25fd57313bbd7d7c97ed9b69efdf39f4acc7dc64d': 1.6373458, 'a56d60a2b0d1e844013d38b9260b39b031c35a25cc65fb1b80b746393206807d': 1.5362144, 'd88e2a371074a02da83f7014678f10855098e31cbb2a8ec4517da47b4f15693e': 1.4159534};[53, 38, 37];['../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist52.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist37.png', '../data/TraceReplayer-Data/TR201/org.inaturalist.android-1.5.1/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.5.1_inaturalist36.png']
Bug1146;0;"Currently, the previously displayed text remains, which shows something like ""Showing 9 of 15 satellites (show all)""";{'b9862973b522592901ba1768353199d20798260acda1ac239becd99a9b7cc701': 2.5169032, 'ab5163d4ac03463cd787f6f02db11e3f293de6d9b2de74a529382bc565e207ee': 1.9962972, 'ca08d6ce36cb2d7e7c625b98e0be1e9929f21d45e9e27f6652ebab452b5e4b97': 1.6396966};[2, 6, 3];['../data/TraceReplayer-Data/TR1146/com.android.gpstest-3.8.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.8.0_gpstest1.png', '../data/TraceReplayer-Data/TR1146/com.android.gpstest-3.8.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.8.0_gpstest6.png', '../data/TraceReplayer-Data/TR1146/com.android.gpstest-3.8.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.8.0_gpstest2.png']
Bug1146;1;Filter text is still visible;{'b9862973b522592901ba1768353199d20798260acda1ac239becd99a9b7cc701': 1.7631943, '21991eafb6d9939a3c38a6bdaa19ffa98584c8e177a067c56aac109563764f96': 0.19273488, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': -0.34536555};[2, 36, 1];['../data/TraceReplayer-Data/TR1146/com.android.gpstest-3.8.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.8.0_gpstest1.png', '../data/TraceReplayer-Data/TR1146/com.android.gpstest-3.8.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.8.0_gpstest35.png', '../data/TraceReplayer-Data/TR1146/com.android.gpstest-3.8.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.8.0_gpstest0.png']
Bug1147;0;Nav drawer selection color for dark theme isn't right;{'35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44': 3.772159, '95f4579bb579887cd6239a3bac888bba3bbed14ec3b0757de4c3c5bdf9536240': 1.2642865, '5a92a53327581f9e1197283b762673d91494de9ad4d5ae6268446eaaf22015b6': 0.7794119};[17, 29, 37];['../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest17.png', '../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest28.png', '../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest36.png']
Bug1147;1;"The current selection color for the navigation drawer selected item (e.g., ""Status"" when the status screen is shown) should be darker - it's currently not set as part of the Dark theme (i.e., navdrawer_background_color_selected_dark isn't used).";{'95f4579bb579887cd6239a3bac888bba3bbed14ec3b0757de4c3c5bdf9536240': 1.3590435, '26d38078ac3b24b783ac6338fc9e9624860e3208d4d845f0a77fc97bb0b31d10': 1.1593128, 'c3b6fa6b17b8521b017fb3d565ef5c045266e030ed050e01ed41d8dfb4302512': 1.0180721};[29, 22, 32];['../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest28.png', '../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest21.png', '../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest31.png']
Bug1147;2;The lighter navdrawer_background_color_selected_light color is used for the selected item;{'35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44': -0.16780779, '0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b': -1.6023519, '871f48e7a0099a745ebffabd5b825f5d7fff1531bbfa169dec014665b81ae0dd': -1.8250558};[17, 24, 33];['../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest17.png', '../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest24.png', '../data/TraceReplayer-Data/TR1147/com.android.gpstest-3.0.0/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.0_gpstest43.png']
Bug1151;0;Current application of Dark and Light theme is confusing;{'35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44': 3.7474396, 'e369852b033eaa7028518dad9b46cc242e32e67bcec127f9c8df3200dfa1abde': 2.5675073, '26d38078ac3b24b783ac6338fc9e9624860e3208d4d845f0a77fc97bb0b31d10': 0.27116597};[4, 1, 33];['../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest16.png', '../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest0.png', '../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest32.png']
Bug1151;1;When you switch from Light to Dark theme or Dark to Light by checking/unchecking the checkbox in Settings, the theme is immediately applied to the Preferences Activity, and in the process the main GpsTestActivity is finished so the user doesn't return to that Activity after exiting the Preferences Activity and see it with the old theme.;{'35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44': 3.6062872, 'e369852b033eaa7028518dad9b46cc242e32e67bcec127f9c8df3200dfa1abde': 1.7299861, '4b97d8ce5f03ab56a49aaf35357e54a7cff76582a47aea256075be38131b9381': 0.4276935};[4, 1, 19];['../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest16.png', '../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest0.png', '../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest21.png']
Bug1151;2;The main GpsTestActivity disappears without any info message saying why.;{'e369852b033eaa7028518dad9b46cc242e32e67bcec127f9c8df3200dfa1abde': 0.815961, 'e412edf7a327b86645d091b4c8d01bfc72910bb82c95def0f76bd1fb920beaa1': 0.38046256, '26d38078ac3b24b783ac6338fc9e9624860e3208d4d845f0a77fc97bb0b31d10': 0.1644896};[1, 25, 33];['../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest0.png', '../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest23.png', '../data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest32.png']
Bug1205;0;Back button leads to Home Fragment when orange file selector is still open;{'ab0c48f3a3ae4f4697683a60427b8786d435f0aad108599dfea0d6b4a05805fc': 1.6609983, 'f0eb4bf7bd4bcc4de7f9045e21632fef89edf69c57c401af4fd69e4c66c354b1': 1.6196558, 'd695719fe556e48b0ddcd6980c269112ad7aa33bcadcadd13365420203f0ec68': 1.5492116};[39, 14, 80];['../data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf46.png', '../data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf13.png', '../data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf79.png']
Bug1205;1;The back button leads to the Home Fragment.;{'b07b0f0e1e0dd898af59f8468f234cda2df334250d06c24433d700479bd04979': -2.381373, '6aceb8ad051698177f8b1e99a499d567881cceca128ef3a3eebd126d4b670915': -2.604509, '63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6': -2.6155953};[12, 7, 3];['../data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf12.png', '../data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf9.png', '../data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf1.png']
Bug1406;0;Favourite photos edit option issue.;{'6aaba5e205d05c7691adc9df82cbbd97e5a91484be119611f85416efb2c2f7ae': 1.6962272, 'a47f79d227f145781806a013251085009bedac36cfcf0ad6fd173b07e9acdb8e': 1.2201666, 'ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2': 0.30835354};[9, 10, 42];['../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me8.png', '../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me9.png', '../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me41.png']
Bug1406;1;Suppose the user opens an image in the favourite collection and clicks on the edit option, then aborts the edit operation and slides to the next image and again clicks on the edit option, then the previous/first image opened for edit operation is displayed instead of the presently selected image.;{'a47f79d227f145781806a013251085009bedac36cfcf0ad6fd173b07e9acdb8e': 1.8005239, '6aaba5e205d05c7691adc9df82cbbd97e5a91484be119611f85416efb2c2f7ae': 0.06160435, 'e5d6580f31081122c49e8be7a2d305a77ed5423316a23db91202d5beade166b6': -0.61566746};[10, 9, 28];['../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me9.png', '../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me8.png', '../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me27.png']
Bug1406;2;The presently selected image should be displayed in the edit mode rather than the previous image.;{'a47f79d227f145781806a013251085009bedac36cfcf0ad6fd173b07e9acdb8e': 0.5225023, '2ae1f218b872f647a436e7c0ada704d5f49619ffeeab18b77c5865a6522a6ac6': -0.5873498, 'd4f608e0aff5e7ff41a6dbd3be874895bd3ec0b5177b597d8427dc345d08c1c2': -0.62412524};[10, 8, 7];['../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me9.png', '../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me7.png', '../data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me6.png']
Bug1445;0;Can't edit dates for a Trip;{'0fb25ebfd7fc37ce89ca7eb52b0d8166cab4188d3e1a37325ee2510304ed1257': 3.643347, 'f9a0349dce9a88d1b801e68f2e7dd6fb4aa78beae8a931a41aa5e3a37782382c': 3.364472, 'f5d94c0da023166abb498ea093bc657be03ae83555aa118df8ac9dd1d7f7bec7': 2.4097657};[6, 5, 9];['../data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog11.png', '../data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog15.png', '../data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog17.png']
Bug1445;1;5. Observe error;{'f7f33e294a42575dce4187db68ba4e592ad30e7d266c1213c4c211f3491d155b': 0.6077181, '7ebcdf741a5a934998d55501ccee03842959fc4c1918c6d4b98a5d22b2369153': -1.2780031, 'a3267ea10a93ca9020ae90688c81e3b35cea98c58e313e476ed129c282b9cc42': -1.5767858};[15, 24, 10];['../data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog27.png', '../data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog3.png', '../data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog16.png']
Bug45;0;Cannot add location when device's location mode is device only;{'0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': 2.6720772, 'd6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69': 0.966391, '2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700': -0.03259635};[11, 9, 10];['../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes10.png', '../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes11.png', '../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes9.png']
Bug45;1;The location cannot be added, and there are no explanations and reminders for the user.;{'d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69': 2.826069, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': 2.2318134, '153660ab89c5978a8483404eefd883b77cc950502670492dc7a99148a3434234': 0.11061445};[9, 11, 21];['../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes11.png', '../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes10.png', '../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes20.png']
Bug45;2;"7. See ""LOCATION NOT FOUND""";{'d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69': 2.13271, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': -0.77941036, '2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700': -1.0091412};[9, 11, 10];['../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes11.png', '../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes10.png', '../data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes9.png']
Bug106;0;unable to play from folder view since 0.21.0;{'b75ba42f10984e04c726e7ffbcc34ea63e0c57094705c754f878b857340f96e3': 0.4903237, '6badd99efd2e670ca6db6b81215f0de4277a654ef95efdd51e5b633a6f1dbc32': 0.22783414, '8f776a6a5481f31d7f180d7f67c5d106c79909097927b24b0b8fffeb3c8dd94b': 0.038480073};[10, 15, 27];['../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug9.png', '../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug14.png', '../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug38.png']
Bug106;1;Since I installed the latest update 0.21.0, I am unable to play media from the folder view.;{'b75ba42f10984e04c726e7ffbcc34ea63e0c57094705c754f878b857340f96e3': 1.3711087, '6badd99efd2e670ca6db6b81215f0de4277a654ef95efdd51e5b633a6f1dbc32': 1.3530021, '8f776a6a5481f31d7f180d7f67c5d106c79909097927b24b0b8fffeb3c8dd94b': 1.2185773};[10, 15, 27];['../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug9.png', '../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug14.png', '../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug38.png']
Bug106;2;"Touching a song has no effect, neither has selecting the song by long pressing and then using ""add to playlist"" or by using the song menu and selecting ""play next"".";{'a16c165934ce49a46c4390b9871e202c0401e008f03ec2e86449bab734fd0de2': 3.1058168, '0d071e7798cf20f9cd78ebef3c443eb996e6a83eb185c32343e117c1be2be26f': 3.0915203, '15700ec65d1f7055eb5859f445b8b15472828f0f69fedf86fa54f88f816e5d97': 3.0647297};[37, 33, 38];['../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug36.png', '../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug32.png', '../data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug31.png']
Bug110;0;Artist's names missing - all over the app;{'27770bb7d1a9a1b02ee39f799c6a3593026cf10f2a05dd2062625b09e41cc6bc': 3.928638, '10781987eece1f5059c337907364210892bf87cf29c74f6dca2f61cdb5d9e2b1': 3.7388406, '6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc': 3.642489};[5, 12, 3];['../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug4.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug11.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug6.png']
Bug110;1;On any list in the app there are no artist names present.;{'10781987eece1f5059c337907364210892bf87cf29c74f6dca2f61cdb5d9e2b1': 3.934282, '27eef48e7b99bd97f85b0d0bd9f30afe734cf1dc47e1162c5d90c763b102ea70': 3.4727395, '9f60d0d7098bd4ee166f21a06f8798caf1f2b3d02d4f91f7a2b05554fb7dee64': 3.367993};[12, 9, 10];['../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug11.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug8.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug12.png']
